63052,just
45118,get
42013,go
40062,like
38580,now
36306,work
32914,got
32815,going
30377,miss
30021,day
30004,really
29682,back
29492,im
29298,want
28299,still
25025,-
24706,good
24079,today
23730,one
22651,know
22399,will
21936,last
21911,need
21865,time
21726,sad
21654,wish
21553,feel
21063,u
21026,think
20841,2
20589,oh
19877,see
19746,can
18786,home
18640,bad
18405,&amp;
17465,sorry
17213,lol
16983,much
16940,hate
15823,love
15404,well
15174,new
14148,hope
13947,night
13369,getting
13344,sleep
12997,gonna
12823,right
12641,tomorrow
12476,dont
12112,even
12092,make
12044,come
12036,cant
11726,wanna
11106,sick
11006,never
10484,twitter
10462,feeling
10368,way
10144,school
9582,though
9292,working
9194,morning
9191,find
9156,...
9033,next
8944,people
8796,bed
8653,tired
8607,week
8510,take
8456,long
8408,.
8383,better
8226,watching
8182,lost
8173,missed
8125,little
8082,4
8041,days
7962,another
7917,tonight
7810,yeah
7809,3
7768,trying
7741,phone
7646,went
7626,damn
7380,it.
7283,left
7244,wait
7183,fun
7124,watch
7117,poor
7089,already
7085,haha
6876,hours
6840,missing
6811,someone
6708,today.
6604,great
6563,first
6499,please
6479,me.
6447,now.
6433,say
6423,away
6409,rain
6381,always
6372,!
6286,something
6251,guess
6228,sucks
6178,thing
6110,show
6106,weekend
5984,bored
5953,nothing
5887,looking
5870,early
5815,ready
5791,made
5745,since
5744,thought
5666,let
5651,man
5649,yet
5622,old
5617,life
5612,happy
5572,omg
5556,nice
5535,@
5490,hurts
5479,x
5475,done
5461,house
5412,friends
5353,hard
5341,makes
5280,woke
5252,cold
5247,looks
5225,hear
5206,n
5187,help
5184,us
5183,wanted
5176,stupid
5162,ok
5153,ugh
5102,gotta
5091,things
5079,without
5069,hot
5056,two
5053,waiting
5046,sure
5037,gone
5036,car
5024,maybe
5013,summer
4974,big
4972,weather
4954,didnt
4934,leave
4924,bit
4920,ever
4896,keep
4894,look
4865,ur
4860,coming
4840,head
4823,live
4819,said
4815,..
4781,start
4752,soon
4697,late
4679,1
4651,best
4650,might
4636,year
4624,till
4615,believe
4603,pretty
4596,many
4595,everyone
4557,play
4524,guys
4499,iphone
4463,thanks
4463,saw
4413,yes
4402,stop
4396,found
4383,aww
4370,also
4367,baby
4262,hey
4261,tell
4224,wants
4219,actually
4191,must
4186,try
4178,put
4158,talk
4155,thats
4154,5
4145,work.
4142,anything
4138,almost
4098,friend
4073,stuck
4054,hour
4044,sun
4021,least
4000,cause
3977,call
3952,making
3910,around
3895,day.
3888,headache
3861,able
3834,mom
3817,give
3793,wont
3790,shit
3760,forgot
3749,anyone
3735,may
3712,end
3707,finally
3704,game
3673,lot
3664,leaving
3652,tried
3650,yesterday
3624,sooo
3597,use
3593,eat
3584,wrong
3580,stuff
3568,movie
3560,god
3547,hurt
3540,far
3533,probably
3529,ill
3519,tweet
3509,stay
3467,read
3463,mean
3433,thinking
3427,totally
3424,whole
3423,too.
3400,buy
3393,exam
3365,feels
3364,kinda
3357,it!
3352,broke
3350,job
3319,enough
3298,tho
3297,raining
3297,girl
3284,anymore
3281,money
3281,;
3279,outside
3275,everything
3260,&lt;3
3255,monday
3252,took
